"main_category","country","days_funding","year_launched","month_launched","usd_goal","funded"
"Games","United States",30,"2013","November",1000,"yes"
"Film & Video","United States",45,"2014","July",25000,"no"
"Games","United Kingdom",30,"2014","June",6978,"no"
"Art","United States",30,"2015","May",20000,"no"
"Publishing","United States",36,"2014","March",3500,"no"
"Dance","United States",59,"2015","March",5000,"no"
"Film & Video","United States",30,"2013","December",10000,"no"
"Publishing","United States",30,"2012","January",25000,"no"
"Games","United States",17,"2016","June",1000,"yes"
"Games","United Kingdom",40,"2014","April",27913,"no"
"Music","United States",25,"2012","August",5400,"yes"
"Technology","United States",25,"2012","March",6000,"no"
"Food","United Kingdom",30,"2017","May",33495,"no"
"Music","United States",40,"2010","October",2000,"yes"
"Journalism","Sweden",19,"2015","December",1527,"yes"
"Fashion","Canada",30,"2014","July",3896,"no"
"Film & Video","United States",30,"2017","February",4000,"yes"
"Design","United Kingdom",30,"2015","January",4187,"yes"
"Games","United Kingdom",30,"2015","July",19539,"yes"
"Technology","Italy",41,"2016","March",48876,"no"
"Fashion","Australia",30,"2014","October",4562,"yes"
"Food","Ireland",60,"2015","October",4888,"no"
"Music","United States",60,"2012","July",10000,"no"
"Film & Video","Canada",45,"2013","November",46754,"no"
"Technology","United States",30,"2016","October",25000,"no"
"Art","United States",15,"2017","April",1000,"no"
"Film & Video","United Kingdom",30,"2015","February",11165,"no"
"Crafts","United States",30,"2016","March",1000,"no"
"Film & Video","United States",30,"2017","January",5000,"no"
"Music","United Kingdom",30,"2014","June",2791,"no"
"Music","United States",45,"2014","May",2400,"yes"
"Music","United States",35,"2014","April",5000,"yes"
"Publishing","United States",29,"2015","November",3200,"no"
"Technology","Spain",25,"2016","July",7331,"no"
"Crafts","United States",14,"2015","March",2000,"no"
"Film & Video","United Kingdom",30,"2015","September",6978,"no"
"Design","United States",30,"2014","November",50000,"no"
"Photography","United Kingdom",30,"2015","January",3768,"no"
"Film & Video","United Kingdom",30,"2014","January",2093,"yes"
"Film & Video","United States",30,"2011","June",5000,"no"
"Film & Video","United States",30,"2012","August",4000,"no"
"Art","Ireland",29,"2016","October",1833,"yes"
"Technology","Switzerland",30,"2017","February",25545,"no"
"Film & Video","United States",30,"2010","November",20000,"yes"
"Design","United States",40,"2013","January",12000,"yes"
"Art","United Kingdom",25,"2015","February",5583,"no"
"Music","United States",30,"2014","April",20000,"no"
"Journalism","United States",30,"2015","May",2500,"no"
"Film & Video","United States",25,"2013","November",10000,"no"
"Publishing","United States",19,"2015","January",6000,"yes"
"Technology","United Kingdom",30,"2017","May",17446,"no"
"Design","United Kingdom",30,"2013","May",1117,"yes"
"Film & Video","United Kingdom",30,"2017","April",2373,"no"
"Music","United States",28,"2015","March",6000,"yes"
"Comics","Canada",40,"2014","March",3117,"no"
"Technology","United Kingdom",30,"2014","April",13956,"yes"
"Photography","Australia",21,"2016","October",36498,"yes"
"Publishing","Canada",37,"2013","October",23377,"no"
"Music","United States",30,"2012","September",4000,"yes"
"Fashion","Canada",30,"2016","June",7792,"no"
"Fashion","Switzerland",40,"2017","January",15327,"no"
"Technology","Canada",40,"2016","October",7792,"no"
"Games","United States",60,"2014","November",2900,"no"
"Fashion","Germany",29,"2016","September",12219,"no"
"Film & Video","United States",30,"2017","May",15000,"no"
"Film & Video","United States",20,"2014","March",9000,"yes"
"Crafts","United Kingdom",40,"2014","September",2093,"no"
"Film & Video","United States",27,"2010","June",2500,"no"
"Crafts","United Kingdom",30,"2016","February",2093,"no"
"Publishing","United States",30,"2013","May",15000,"yes"
"Film & Video","Germany",15,"2015","December",2810,"no"
"Games","Italy",30,"2017","May",6110,"no"
"Crafts","United States",30,"2014","February",20000,"no"
"Fashion","New Zealand",30,"2015","October",3560,"no"
"Design","United States",30,"2016","April",5000,"no"
"Technology","Netherlands",30,"2014","August",36657,"no"
"Art","United States",32,"2011","March",2000,"no"
"Design","Italy",30,"2017","January",24438,"no"
"Music","United States",40,"2011","April",5500,"yes"
"Art","United States",30,"2014","February",2000,"yes"
"Technology","Italy",30,"2016","April",24438,"no"
"Music","United States",45,"2012","July",15000,"yes"
"Fashion","Canada",30,"2016","March",19481,"no"
"Film & Video","United States",14,"2017","February",16000,"yes"
"Technology","Spain",30,"2016","March",6110,"no"
"Publishing","Sweden",32,"2017","September",2350,"no"
"Technology","United Kingdom",30,"2014","June",6978,"yes"
"Publishing","United States",31,"2015","October",19995,"no"
"Comics","United States",30,"2012","October",5000,"yes"
"Publishing","United Kingdom",60,"2013","May",3768,"no"
"Comics","United States",60,"2013","August",2500,"no"
"Music","United States",41,"2017","February",6000,"no"
"Food","New Zealand",45,"2013","November",5695,"no"
"Music","United States",50,"2015","January",4000,"no"
"Food","Germany",30,"2015","December",9164,"no"
"Journalism","United States",30,"2015","August",45000,"yes"
"Photography","Germany",29,"2017","January",21383,"yes"
"Food","United States",60,"2015","November",1515,"no"
"Technology","United Kingdom",30,"2015","May",13956,"no"
"Comics","United States",45,"2015","April",3500,"yes"
"Art","United States",24,"2012","October",1250,"yes"
"Publishing","United States",30,"2014","January",4800,"no"
"Art","United States",60,"2016","March",10000,"no"
"Technology","United States",30,"2016","January",5000,"no"
"Technology","United States",30,"2016","December",8000,"no"
"Design","United States",35,"2015","August",2000,"no"
"Music","Netherlands",60,"2016","January",12219,"no"
"Games","United States",20,"2016","July",1865,"yes"
"Technology","Spain",29,"2016","October",9775,"no"
"Photography","Canada",30,"2015","September",2182,"yes"
"Design","Germany",60,"2016","March",24438,"yes"
"Photography","United States",15,"2015","January",2500,"no"
"Games","Germany",41,"2016","January",5499,"no"
"Music","United States",45,"2012","August",10000,"no"
"Games","United Kingdom",14,"2013","May",4466,"no"
"Art","United Kingdom",30,"2015","September",2093,"no"
"Food","Canada",30,"2017","May",5844,"no"
"Fashion","Canada",60,"2015","April",27273,"no"
"Design","Canada",33,"2016","November",9351,"yes"
"Photography","United Kingdom",30,"2014","November",2093,"no"
"Publishing","United States",31,"2014","November",7000,"no"
"Film & Video","United States",60,"2015","October",3000,"no"
"Design","United Kingdom",29,"2014","February",6560,"yes"
"Photography","United States",60,"2013","June",1000,"yes"
"Publishing","United States",30,"2016","April",4000,"yes"
"Film & Video","United Kingdom",30,"2014","February",1396,"yes"
"Theater","United States",24,"2013","June",4000,"no"
"Food","United States",30,"2013","December",20000,"yes"
"Design","Canada",30,"2017","January",3117,"yes"
"Technology","United Kingdom",38,"2016","July",34891,"no"
"Music","Sweden",60,"2017","February",17624,"no"
"Design","Germany",30,"2016","June",12219,"no"
"Dance","Canada",11,"2015","July",3896,"no"
"Food","United Kingdom",30,"2015","March",4885,"no"
"Music","United States",30,"2016","July",1650,"yes"
"Publishing","Germany",30,"2017","February",2444,"no"
"Fashion","United Kingdom",30,"2015","March",27913,"no"
"Art","Hong Kong SAR China",30,"2017","March",5098,"yes"
"Games","Canada",35,"2015","February",23377,"no"
"Theater","United States",47,"2011","February",2500,"yes"
"Film & Video","United States",30,"2015","March",5000,"yes"
"Publishing","United States",31,"2013","November",15000,"no"
"Art","United States",31,"2013","September",10000,"yes"
"Music","United States",30,"2010","October",3000,"no"
"Games","United States",31,"2017","March",5000,"yes"
"Film & Video","United States",26,"2012","November",30000,"yes"
"Art","Australia",30,"2014","June",3042,"no"
"Games","United States",60,"2014","May",3000,"yes"
"Technology","United States",10,"2015","September",1701,"yes"
"Music","United Kingdom",30,"2017","June",1535,"yes"
"Fashion","United States",61,"2010","January",1500,"no"
"Technology","United Kingdom",30,"2016","November",34891,"no"
"Publishing","United States",30,"2014","November",4000,"no"
"Music","United States",37,"2010","March",5000,"yes"
"Comics","United States",51,"2010","June",7000,"no"
"Music","United States",30,"2013","May",1300,"no"
"Journalism","Sweden",30,"2015","July",1175,"no"
"Games","United States",45,"2013","August",8000,"yes"
"Comics","United States",32,"2015","April",3000,"no"
"Technology","United States",30,"2017","August",17000,"yes"
"Food","United States",30,"2015","April",1000,"no"
"Photography","United States",45,"2016","October",17500,"no"
"Publishing","United States",30,"2013","November",9000,"no"
"Games","Austria",30,"2017","April",14663,"no"
"Design","United States",30,"2014","August",14500,"no"
"Art","United States",20,"2012","June",6000,"yes"
"Games","Spain",28,"2016","May",19551,"no"
"Music","Australia",30,"2014","October",3802,"yes"
"Film & Video","United States",29,"2014","December",26200,"no"
"Technology","United Kingdom",30,"2016","February",27913,"no"
"Design","Denmark",30,"2016","May",3281,"no"
"Design","United Kingdom",60,"2016","December",27634,"yes"
"Food","United States",28,"2012","December",7500,"yes"
"Film & Video","United States",60,"2013","June",4500,"no"
"Publishing","Canada",30,"2016","May",1558,"yes"
"Design","Sweden",30,"2015","January",18211,"no"
"Photography","United States",60,"2013","July",10000,"yes"
"Technology","Canada",28,"2017","February",9351,"no"
"Crafts","United States",30,"2014","August",3000,"no"
"Publishing","United Kingdom",30,"2017","April",12282,"no"
"Crafts","United States",30,"2015","May",1500,"yes"
"Games","Canada",32,"2015","April",1325,"no"
"Music","United States",56,"2016","July",6000,"no"
"Film & Video","United Kingdom",15,"2013","November",1396,"yes"
"Music","United States",40,"2011","April",1200,"yes"
"Film & Video","United Kingdom",21,"2015","April",2093,"no"
"Music","United States",34,"2014","November",7500,"yes"
"Publishing","Austria",30,"2016","May",8553,"no"
"Technology","United States",30,"2014","March",2000,"yes"
"Film & Video","Canada",30,"2017","July",38183,"yes"
"Games","United Kingdom",28,"2016","January",27913,"yes"
"Food","United States",30,"2014","July",5000,"no"
"Fashion","New Zealand",31,"2017","February",21358,"no"
"Games","Canada",30,"2013","November",23377,"no"
"Games","United Kingdom",30,"2016","August",3489,"no"
"Art","Australia",60,"2014","November",7604,"no"
"Publishing","United Kingdom",29,"2013","October",20935,"no"
"Food","Sweden",19,"2015","December",4582,"yes"
"Publishing","United States",60,"2012","March",12500,"no"
"Technology","Canada",30,"2015","March",24156,"no"
"Fashion","United States",30,"2012","August",10000,"no"
"Music","United States",30,"2016","July",1000,"yes"
"Film & Video","United Kingdom",30,"2015","May",5583,"yes"
"Games","United Kingdom",33,"2015","March",25122,"no"
"Art","United Kingdom",29,"2017","June",3768,"yes"
"Art","France",32,"2017","October",1466,"no"
"Technology","Canada",60,"2015","May",31170,"no"
"Film & Video","United Kingdom",30,"2013","November",34891,"no"
"Film & Video","United States",29,"2014","July",2500,"yes"
"Music","United States",11,"2017","December",3500,"no"
"Design","Canada",36,"2016","August",38962,"no"
"Music","United States",29,"2012","October",10000,"no"
"Publishing","United States",30,"2012","July",2000,"yes"
"Art","Switzerland",14,"2016","August",5109,"yes"
"Dance","Mexico",30,"2017","July",2649,"yes"
"Publishing","Australia",30,"2014","February",7604,"no"
"Music","United Kingdom",30,"2013","May",1745,"no"
"Games","United States",30,"2013","June",20000,"yes"
"Games","United States",31,"2017","September",18000,"yes"
"Fashion","United Kingdom",30,"2017","October",41869,"no"
"Comics","France",30,"2016","November",4277,"yes"
"Film & Video","United Kingdom",30,"2013","August",2093,"yes"
"Music","United States",30,"2014","September",3000,"yes"
"Art","United States",22,"2011","July",1650,"yes"
"Games","Australia",28,"2015","August",5703,"no"
"Film & Video","United Kingdom",28,"2017","October",9769,"yes"
"Publishing","Norway",30,"2017","January",6333,"no"
"Art","United States",20,"2013","October",2700,"no"
"Crafts","United States",30,"2012","February",10000,"yes"
"Fashion","United Kingdom",27,"2015","November",13956,"no"
"Technology","Canada",30,"2015","January",2494,"yes"
"Games","Germany",30,"2015","June",18329,"no"
"Fashion","United States",30,"2015","January",2300,"yes"
"Art","France",21,"2015","November",14663,"no"
"Publishing","United States",60,"2015","May",10000,"no"
"Film & Video","Canada",30,"2014","March",35845,"no"
"Design","United Kingdom",30,"2013","August",2093,"yes"
"Food","United States",60,"2014","August",25000,"no"
"Design","Canada",32,"2014","January",4675,"yes"
"Design","United States",45,"2015","October",9500,"no"
"Games","United Kingdom",17,"2014","February",2582,"no"
"Fashion","United States",30,"2014","June",5000,"no"
"Music","Canada",60,"2015","January",3896,"no"
"Film & Video","United States",50,"2013","June",5000,"no"
"Film & Video","United Kingdom",12,"2013","August",1465,"yes"
"Music","United States",45,"2013","September",10000,"yes"
"Publishing","United States",30,"2011","May",5500,"yes"
"Food","Denmark",60,"2016","February",1640,"no"
"Film & Video","United Kingdom",32,"2014","April",9769,"yes"
"Games","United States",26,"2017","August",2500,"no"
"Music","United States",30,"2014","March",20000,"no"
"Crafts","Canada",30,"2017","February",6234,"no"
"Music","United States",30,"2014","March",5000,"no"
"Music","New Zealand",30,"2017","February",1424,"no"
"Music","United States",30,"2017","March",4000,"yes"
"Film & Video","Sweden",47,"2015","December",3525,"no"
"Games","Mexico",30,"2017","May",15894,"no"
"Comics","United States",60,"2015","March",30000,"yes"
"Art","United Kingdom",30,"2017","August",4187,"yes"
"Film & Video","United Kingdom",40,"2014","May",9769,"no"
"Technology","Canada",60,"2015","August",3896,"no"
"Film & Video","United States",60,"2016","March",20000,"no"
"Music","France",33,"2016","March",4277,"yes"
"Food","United States",20,"2014","November",2000,"yes"
"Games","United States",30,"2017","March",1000,"no"
"Publishing","United States",45,"2016","August",20000,"yes"
"Comics","United Kingdom",30,"2015","June",20935,"no"
"Design","United States",46,"2014","November",20000,"no"
"Fashion","Spain",15,"2016","November",6110,"no"
"Comics","United States",30,"2015","July",15000,"no"
"Food","United Kingdom",30,"2015","November",29308,"no"
"Food","United States",28,"2013","March",3500,"yes"
"Games","United States",27,"2016","April",5000,"yes"
"Design","United States",14,"2017","January",20000,"no"
"Food","United States",57,"2016","July",5000,"yes"
"Games","United States",28,"2016","July",1000,"yes"
"Film & Video","United States",44,"2010","June",5000,"yes"
"Fashion","United States",29,"2014","August",10000,"yes"
"Technology","United States",30,"2014","June",29525,"no"
"Film & Video","Italy",30,"2015","September",6110,"no"
"Film & Video","United States",30,"2014","July",18000,"no"
"Publishing","Canada",60,"2014","August",11689,"no"
"Theater","United Kingdom",29,"2017","January",4187,"yes"
"Crafts","United Kingdom",29,"2014","August",3489,"no"
"Crafts","United States",30,"2017","October",1351,"no"
"Technology","United Kingdom",31,"2016","January",6978,"no"
"Film & Video","United States",45,"2012","February",5000,"yes"
"Technology","United States",30,"2016","September",8000,"no"
"Music","United States",31,"2017","April",15000,"yes"
"Games","United States",30,"2016","October",3000,"no"
"Games","United States",30,"2014","July",20000,"no"
"Publishing","United Kingdom",60,"2016","May",6978,"no"
"Journalism","Australia",36,"2016","November",1521,"no"
"Fashion","United States",30,"2016","February",10000,"no"
"Music","United States",40,"2012","May",4000,"yes"
"Technology","United Kingdom",33,"2017","August",20935,"no"
"Fashion","France",30,"2015","July",30548,"no"
"Games","United States",61,"2011","May",5000,"no"
"Food","United States",31,"2017","January",15000,"no"
"Photography","United Kingdom",39,"2013","July",2791,"yes"
"Film & Video","United States",60,"2014","September",12500,"no"
"Publishing","United States",30,"2016","January",20000,"no"
"Fashion","Canada",35,"2016","April",1792,"no"
"Technology","United States",30,"2015","April",50000,"no"
"Film & Video","United States",45,"2011","August",5000,"yes"
"Film & Video","United States",31,"2014","August",8500,"yes"
"Publishing","Norway",24,"2017","November",37995,"no"
"Film & Video","United States",44,"2012","July",2500,"yes"
"Film & Video","United States",60,"2011","July",30000,"no"
"Art","United Kingdom",30,"2016","May",1396,"no"
"Food","United States",30,"2016","May",6000,"yes"
"Film & Video","Australia",60,"2014","May",15208,"no"
"Fashion","United States",30,"2015","October",7000,"no"
"Music","United Kingdom",60,"2012","November",18143,"yes"
"Food","Italy",60,"2016","February",12219,"no"
"Art","Canada",30,"2015","October",23377,"no"
"Games","Canada",20,"2014","October",1558,"yes"
"Food","United States",30,"2016","December",50000,"yes"
"Comics","United States",30,"2014","November",21600,"yes"
"Publishing","New Zealand",33,"2016","March",14239,"yes"
"Music","United States",32,"2012","February",7000,"no"
"Technology","United States",30,"2014","September",10000,"no"
"Film & Video","United States",40,"2012","April",4500,"yes"
"Art","United Kingdom",34,"2016","November",5583,"no"
"Publishing","Germany",30,"2016","August",7331,"no"
"Design","United States",33,"2014","September",13750,"yes"
"Film & Video","United Kingdom",35,"2014","February",4187,"yes"
"Photography","United States",30,"2017","November",7500,"no"
"Theater","United States",7,"2017","March",1000,"yes"
"Film & Video","United States",53,"2011","January",10000,"no"
"Comics","United States",31,"2014","July",2000,"yes"
"Fashion","United States",60,"2013","June",10000,"no"
"Theater","United States",27,"2014","February",2275,"yes"
"Film & Video","Spain",60,"2016","May",24438,"no"
"Publishing","United Kingdom",30,"2015","February",9769,"no"
"Games","New Zealand",30,"2014","February",5695,"yes"
"Food","United States",30,"2014","August",2500,"no"
"Publishing","United States",30,"2012","March",4400,"yes"
"Music","Canada",60,"2015","August",10130,"no"
"Publishing","United Kingdom",60,"2016","April",30704,"no"
"Music","United States",30,"2012","January",10000,"yes"
"Design","Australia",30,"2015","July",1141,"yes"
"Music","United States",30,"2017","July",16000,"no"
"Food","United States",30,"2014","May",6000,"no"
"Music","United States",30,"2012","July",3500,"no"
"Comics","United States",28,"2012","April",5000,"no"
"Games","United Kingdom",40,"2015","April",17271,"no"
"Food","Australia",30,"2015","February",22811,"no"
"Comics","United States",33,"2013","November",25000,"no"
"Games","Spain",30,"2015","June",24438,"no"
"Fashion","Spain",40,"2016","February",42767,"no"
"Film & Video","United States",21,"2013","March",3000,"yes"
"Music","United States",30,"2016","July",2000,"yes"
"Design","United States",39,"2017","August",15000,"yes"
"Games","France",25,"2015","July",3666,"no"
"Food","United States",30,"2013","February",10000,"yes"
"Fashion","United States",30,"2014","November",4500,"yes"
"Photography","Italy",30,"2015","September",1222,"no"
"Film & Video","United States",45,"2012","September",15000,"no"
"Publishing","United Kingdom",30,"2015","September",13956,"yes"
"Publishing","Sweden",39,"2017","November",3525,"no"
"Crafts","France",30,"2017","March",3360,"yes"
"Games","United States",30,"2014","July",2000,"no"
"Film & Video","Canada",30,"2016","October",15585,"no"
"Games","United States",30,"2012","November",50000,"no"
"Design","United Kingdom",26,"2017","November",7257,"yes"
"Music","United States",30,"2016","March",15000,"yes"
"Art","United States",60,"2015","August",3000,"no"
"Music","United States",37,"2013","September",30000,"yes"
"Food","United States",30,"2016","January",5000,"no"
"Technology","Germany",45,"2017","March",12219,"no"
"Games","Canada",30,"2015","February",7792,"no"
"Design","Australia",43,"2015","November",1521,"yes"
"Film & Video","Germany",60,"2017","August",2444,"no"
"Crafts","Australia",20,"2016","March",1141,"no"
"Crafts","United States",43,"2011","December",10000,"no"
"Publishing","United Kingdom",30,"2017","March",7676,"no"
"Games","United States",30,"2012","May",10000,"no"
"Design","Canada",37,"2013","September",10909,"yes"
"Crafts","Mexico",45,"2017","June",13245,"no"
"Film & Video","United States",35,"2015","July",30000,"no"
"Technology","Australia",20,"2014","June",3802,"no"
"Technology","United Kingdom",35,"2017","November",2093,"no"
"Film & Video","United States",30,"2016","April",10000,"no"
"Fashion","United States",60,"2016","June",12000,"no"
"Games","United Kingdom",30,"2017","February",6978,"no"
"Photography","Australia",30,"2015","March",7604,"no"
"Film & Video","United Kingdom",25,"2017","March",3908,"yes"
"Technology","United Kingdom",50,"2016","April",3489,"no"
"Film & Video","United States",30,"2010","September",25000,"no"
"Theater","United Kingdom",32,"2013","June",3070,"yes"
"Music","Mexico",60,"2016","December",2384,"yes"
"Theater","United States",30,"2012","April",3000,"yes"
"Design","Switzerland",30,"2017","June",10218,"no"
"Music","United States",26,"2016","November",2000,"yes"
"Dance","Australia",27,"2014","November",2281,"yes"
"Crafts","Ireland",30,"2015","February",12219,"no"
"Art","United Kingdom",32,"2016","April",1396,"no"
"Fashion","Canada",30,"2016","January",2338,"yes"
"Film & Video","United States",40,"2013","March",3000,"no"
"Publishing","Australia",60,"2014","August",3802,"no"
"Music","United Kingdom",60,"2014","April",1396,"yes"
"Games","United States",33,"2012","November",3000,"yes"
"Fashion","United States",30,"2012","October",13000,"no"
"Comics","United States",30,"2017","February",8000,"no"
"Fashion","United States",33,"2013","February",1000,"yes"
"Crafts","Denmark",30,"2016","April",1640,"no"
"Photography","Canada",31,"2014","May",10130,"no"
"Photography","United States",46,"2010","July",3300,"no"
"Technology","United States",30,"2012","August",8500,"yes"
"Fashion","Australia",30,"2015","February",7604,"yes"
"Theater","United Kingdom",30,"2013","April",20935,"no"
"Music","United States",38,"2012","March",7000,"yes"
"Art","United Kingdom",60,"2013","May",4187,"no"
"Publishing","United States",45,"2014","September",1500,"no"
"Games","Canada",60,"2016","June",11689,"no"
"Theater","United States",45,"2014","August",12500,"yes"
"Film & Video","United States",60,"2012","May",2500,"no"
"Art","United States",33,"2013","May",6500,"yes"
"Food","United States",30,"2013","July",10000,"yes"
"Technology","Italy",60,"2017","February",36657,"no"
"Publishing","United States",21,"2012","June",10000,"no"
"Film & Video","France",30,"2016","May",9775,"yes"
"Publishing","United Kingdom",30,"2017","January",4187,"no"
"Crafts","United States",30,"2017","September",10000,"no"
"Photography","United States",30,"2014","July",2000,"no"
"Art","United Kingdom",19,"2015","April",1117,"yes"
"Design","United States",30,"2017","February",16500,"yes"
"Film & Video","United Kingdom",30,"2013","August",36189,"no"
"Crafts","United States",30,"2014","July",2750,"no"
"Technology","United States",15,"2010","November",1500,"yes"
"Art","United States",31,"2015","August",5000,"yes"
"Games","Germany",7,"2017","March",1222,"yes"
"Technology","France",30,"2015","November",42767,"no"
"Film & Video","United States",25,"2013","March",5500,"no"
"Music","United States",38,"2009","December",3250,"yes"
"Fashion","Belgium",30,"2017","September",6110,"yes"
"Publishing","United States",15,"2012","November",1000,"no"
"Film & Video","United States",28,"2012","February",1000,"yes"
"Photography","United States",30,"2015","April",1500,"no"
"Technology","United Kingdom",30,"2015","August",16748,"no"
"Technology","United States",30,"2014","July",50000,"no"
"Technology","United States",30,"2016","July",2000,"yes"
"Games","Canada",35,"2013","September",2727,"yes"
"Fashion","United States",34,"2013","August",4500,"no"
"Publishing","United States",29,"2016","November",8300,"no"
"Film & Video","United Kingdom",30,"2014","November",41869,"no"
"Publishing","Spain",60,"2015","June",3055,"no"
"Technology","United States",35,"2015","July",30000,"no"
"Technology","Canada",30,"2014","September",3117,"no"
"Music","United Kingdom",30,"2015","June",1814,"no"
"Publishing","United States",30,"2014","September",5000,"no"
"Theater","United States",61,"2010","June",2500,"yes"
"Film & Video","United States",30,"2015","April",50000,"no"
"Film & Video","United States",15,"2017","March",6000,"no"
"Film & Video","United Kingdom",45,"2015","October",4885,"yes"
"Food","Spain",30,"2017","January",4277,"no"
"Journalism","United States",30,"2015","May",30000,"no"
"Fashion","United States",37,"2013","March",10000,"yes"
"Music","United States",30,"2014","September",10000,"no"
"Film & Video","United States",30,"2017","August",30000,"yes"
"Technology","Australia",30,"2014","November",6083,"no"
"Film & Video","United States",49,"2009","May",9999,"yes"
"Film & Video","United States",27,"2016","July",5000,"yes"
"Games","United Kingdom",30,"2015","August",1675,"no"
"Games","United States",30,"2015","June",10000,"no"
"Games","United States",60,"2011","August",8800,"yes"
"Crafts","United States",30,"2014","November",9000,"no"
"Games","United States",39,"2013","December",4000,"yes"
"Design","United States",30,"2013","January",3000,"no"
"Technology","United States",41,"2014","September",50000,"no"
"Fashion","United Kingdom",30,"2016","October",13956,"yes"
"Film & Video","United States",30,"2014","October",19645,"yes"
"Publishing","United States",30,"2016","March",1000,"no"
"Music","United States",30,"2014","July",2000,"no"
"Technology","United States",30,"2012","November",25000,"no"
"Film & Video","Canada",30,"2014","February",31170,"no"
"Publishing","United States",31,"2017","October",20000,"no"
"Music","United States",30,"2012","July",5000,"yes"
"Film & Video","United States",30,"2015","May",2500,"no"
"Design","Switzerland",35,"2017","July",30654,"no"
"Food","United States",30,"2012","November",15000,"no"
"Journalism","United States",30,"2015","January",25000,"no"
"Music","Mexico",47,"2017","March",2384,"yes"
"Publishing","United States",60,"2013","March",5000,"no"
"Art","United States",30,"2014","March",15000,"no"
"Film & Video","United Kingdom",30,"2014","January",2093,"yes"
"Art","United States",33,"2012","March",8500,"yes"
"Film & Video","United Kingdom",30,"2013","May",1396,"no"
"Games","United States",30,"2013","May",15000,"no"
"Games","United States",35,"2017","June",6000,"no"
"Photography","United Kingdom",14,"2016","July",2791,"no"
"Fashion","United Kingdom",30,"2013","April",13956,"no"
"Journalism","United States",30,"2017","September",5000,"no"
"Film & Video","Denmark",60,"2015","March",16403,"no"
"Music","United States",30,"2013","May",15000,"yes"
"Fashion","United States",30,"2014","May",3500,"no"
"Food","United States",30,"2014","April",25000,"no"
"Design","United States",31,"2015","November",15000,"yes"
"Music","United States",30,"2016","June",8000,"yes"
"Publishing","United States",30,"2012","June",5000,"no"
"Music","United States",60,"2015","July",15000,"no"
"Design","United States",35,"2015","November",8000,"no"
"Publishing","United States",30,"2013","April",8000,"no"
"Publishing","Denmark",45,"2015","February",41008,"no"
"Film & Video","United States",30,"2016","January",25000,"yes"
"Film & Video","Canada",19,"2014","June",1558,"yes"
"Art","United States",21,"2014","February",15000,"no"
"Technology","France",34,"2015","May",24438,"no"
"Games","United Kingdom",30,"2015","August",1926,"no"
"Film & Video","Germany",30,"2016","June",3666,"no"
"Film & Video","United Kingdom",30,"2016","May",6280,"no"
"Art","Canada",30,"2015","January",7792,"no"
"Food","United States",60,"2014","April",25000,"no"
"Theater","United States",50,"2014","February",10000,"yes"
"Crafts","United Kingdom",30,"2015","May",13956,"no"
"Technology","United States",30,"2012","May",10000,"no"
"Food","Italy",60,"2016","April",12219,"no"
"Technology","Italy",40,"2015","June",3666,"no"
"Film & Video","United States",40,"2013","April",1000,"yes"
"Film & Video","France",26,"2017","November",18329,"no"
"Film & Video","Netherlands",35,"2015","March",6110,"no"
"Design","Germany",36,"2016","November",13441,"no"
"Technology","Australia",30,"2015","February",7604,"no"
"Music","United States",24,"2013","May",5000,"yes"
"Food","United States",30,"2013","December",32000,"yes"
"Film & Video","United Kingdom",26,"2017","August",10467,"yes"
"Music","United Kingdom",37,"2014","November",2791,"yes"
"Comics","United Kingdom",10,"2014","October",4187,"no"
"Games","Canada",35,"2016","June",31170,"yes"
"Games","United States",30,"2011","November",10000,"no"
"Publishing","United States",31,"2017","August",6000,"no"
"Fashion","United Kingdom",30,"2013","May",8374,"no"
"Fashion","United States",29,"2015","February",30000,"no"
"Food","Canada",30,"2014","March",23377,"no"
"Fashion","Spain",23,"2016","November",3055,"no"
"Design","United Kingdom",30,"2016","May",6978,"no"
"Film & Video","United States",30,"2016","January",15000,"no"
"Comics","United States",30,"2016","October",1600,"yes"
"Film & Video","United States",23,"2016","November",50000,"no"
"Games","United States",30,"2012","February",5000,"yes"
"Publishing","United States",30,"2014","July",1200,"no"
"Film & Video","United Kingdom",30,"2014","May",20935,"no"
"Food","United Kingdom",30,"2016","November",34891,"no"
"Design","United States",31,"2014","August",10000,"yes"
"Fashion","United Kingdom",34,"2014","October",1675,"yes"
"Film & Video","United Kingdom",31,"2017","October",6978,"yes"
"Music","United States",30,"2014","April",2100,"no"
"Film & Video","Germany",29,"2015","October",4888,"no"
"Design","United States",41,"2011","December",15000,"no"
"Crafts","Italy",30,"2016","October",6782,"no"
"Food","United States",30,"2016","March",2500,"no"
"Film & Video","Australia",30,"2014","November",5703,"yes"
"Film & Video","United Kingdom",30,"2016","March",1117,"no"
"Fashion","Canada",30,"2016","August",11689,"yes"
"Games","United States",30,"2015","January",3500,"yes"
"Film & Video","United States",30,"2017","September",2000,"yes"
"Film & Video","United States",31,"2015","December",8000,"no"
"Games","United Kingdom",31,"2015","January",13956,"no"
"Design","United States",30,"2013","November",5000,"yes"
"Music","United States",25,"2016","May",2500,"yes"
"Publishing","United States",31,"2014","September",2000,"no"
"Comics","Norway",45,"2016","September",10132,"no"
"Film & Video","United Kingdom",22,"2013","March",6978,"no"
"Technology","Norway",60,"2016","March",12665,"no"
"Film & Video","United Kingdom",43,"2015","March",6978,"no"
"Games","United States",30,"2016","April",15000,"yes"
